Long,Lat
137.05,34.8333333333333
137.0625,34.8333333333333
137.075,34.825
137.075,34.8333333333333
137.0125,34.8416666666667
137.025,34.8416666666667
137.0375,34.8416666666667
137.05,34.8416666666667
137.0625,34.8416666666667
137.075,34.8416666666667
137.1,34.8333333333333
137.1125,34.8333333333333
137.1125,34.8416666666667
137.1,34.8416666666667
137.0125,34.85
137.025,34.85
137.0375,34.85
137.05,34.85
137.0625,34.85
137.075,34.85
137.0875,34.8416666666667
137.0875,34.85
137.1,34.85
137.1125,34.85
137.125,34.8416666666667
137.125,34.85
137.025,34.8583333333333
137.0375,34.8583333333333
137.05,34.8583333333333
137.0625,34.8583333333333
137.075,34.8583333333333
137.0875,34.8583333333333
137.1,34.8583333333333
137.1125,34.8583333333333
137.125,34.8583333333333
137.0375,34.8666666666667
137.05,34.8666666666667
137.0625,34.8666666666667
137.075,34.8666666666667
137.0875,34.8666666666667
137.1,34.8666666666667
137.1125,34.8666666666667
137.125,34.8666666666667
137.05,34.875
137.0625,34.875
137.075,34.875
137.0875,34.875
137.1375,34.85
137.1375,34.8583333333333
137.1375,34.8666666666667
137.1375,34.875
137.15,34.875
137.1625,34.7583333333333
137.175,34.7583333333333
137.175,34.7666666666667
137.1625,34.7666666666667
137.1875,34.7583333333333
137.1875,34.7666666666667
137.175,34.775
137.1625,34.775
137.1875,34.775
137.2,34.7666666666667
137.2,34.775
137.175,34.7833333333333
137.1625,34.7833333333333
137.1875,34.7833333333333
137.2,34.7833333333333
137.175,34.7916666666667
137.1625,34.7916666666667
137.1875,34.7916666666667
137.2,34.7916666666667
137.225,34.7833333333333
137.2375,34.7833333333333
137.2375,34.7916666666667
137.225,34.7916666666667
137.25,34.7833333333333
137.25,34.7916666666667
137.175,34.8
137.1625,34.8
137.1875,34.8
137.2,34.8
137.175,34.8083333333333
137.1625,34.8083333333333
137.1875,34.8083333333333
137.2,34.8083333333333
137.2125,34.8
137.2125,34.8083333333333
137.225,34.8
137.225,34.8083333333333
137.2375,34.8
137.25,34.8
137.25,34.8083333333333
137.2375,34.8083333333333
137.175,34.8166666666667
137.1625,34.8166666666667
137.1875,34.8166666666667
137.2,34.8166666666667
137.2125,34.8166666666667
137.225,34.8166666666667
137.2375,34.8166666666667
137.25,34.8166666666667
137.175,34.825
137.1625,34.825
137.1875,34.825
137.2,34.825
137.2125,34.825
137.225,34.825
137.2375,34.825
137.25,34.825
137.1875,34.8333333333333
137.175,34.8333333333333
137.2,34.8333333333333
137.2125,34.8333333333333
137.225,34.8333333333333
137.2375,34.8333333333333
137.25,34.8333333333333
137.2625,34.8
137.2625,34.8083333333333
137.275,34.8
137.275,34.8083333333333
137.2625,34.8166666666667
137.275,34.8166666666667
137.2625,34.825
137.275,34.825
137.2,34.8416666666667
