Code,Long,Lat,Flag
,130.9375,33.8666666666667,0
50306746,130.95,33.8666666666667,1
,130.9625,33.8666666666667,0
,130.9625,33.875,0
,130.95,33.875,0
,130.95,33.8666666666667,0
50306747,130.9625,33.8666666666667,1
,130.975,33.8666666666667,0
,130.975,33.875,0
,130.9625,33.875,0
,130.9625,33.8666666666667,0
50306748,130.975,33.8666666666667,1
,130.9875,33.8666666666667,0
,130.9875,33.875,0
,130.975,33.875,0
,130.975,33.8666666666667,0
50306749,130.9875,33.8666666666667,1
,131,33.8666666666667,0
,131,33.875,0
,130.9875,33.875,0
,130.9875,33.8666666666667,0
50306753,130.9125,33.875,1
,130.925,33.875,0
,130.925,33.8833333333333,0
,130.9125,33.8833333333333,0
,130.9125,33.875,0
50306754,130.925,33.875,1
,130.9375,33.875,0
,130.9375,33.8833333333333,0
,130.925,33.8833333333333,0
,130.925,33.875,0
50306755,130.9375,33.875,1
,130.95,33.875,0
,130.95,33.8833333333333,0
,130.9375,33.8833333333333,0
,130.9375,33.875,0
50306756,130.95,33.875,1
,130.9625,33.875,0
,130.9625,33.8833333333333,0
,130.95,33.8833333333333,0
,130.95,33.875,0
50306757,130.9625,33.875,1
,130.975,33.875,0
